part_id,stim_src_id,has_bug,stim_order,condition1,condition2,seq_num,duration,exercise,ai,tp_tn,zoom_self,summary_q,summary_q_len,contains_bug_q,bug_desc_q,used_exercise_modif,exercise_disrupt_concentration,exercise_help_concentration,exercise_more_prepared,exercise_less_prepared,read_ai,ai_deceptive,ai_suspicious,ai_confident,ai_dependable,satisfied_ease,satisfied_time,confidence,race/ethnic,gender,occupation,occupation_7_TEXT,um_year,prog_exp_1_to_10,describe_prog_contex,approx_writing_code,level_of_education,days_vigorous,minutes_vigorous,days_moderate,minutes_moderate,days_walking,minutes_walking,hours_sitting,language_at_home,language_prefer_info,how_well_speak_engl,how_well_read_engl,list_languages_1,list_lang_percents_1,list_languages_2,list_lang_percents_2,list_languages_3,list_lang_percents_3,list_languages_4,list_lang_percents_4,list_languages_5,list_lang_percents_5,bug_desc_q_len,file_path,defect_type,method_name,method_loc,file_loc,cyclomatic_compl,halstead_vocabulary,halstead_length,halstead_volume,halstead_difficulty,halstead_effort,halstead_time_seconds,halstead_estimated_bugs,project_name
NWJ7,4,False,",4,8,17,26_TN,14_TP,11_FN,",exercise_no_ai,no_exercise_ai,1,830.107,True,False,,self,"First the function checks if either the writeWorkBookHolder is null or if the actual workbook which is a member variable of the holder is null. If so it returns. Next the function will return if the workbook that is a member of the holder is an instance of the SXSSFWorkbook if it is not then it will return.

Next a map is declared and initialized with the getHasBeenInitializedSheetIndexMap function. Then a check is done as to whether the map is empty, if it is then the function returns.

Then every value in the map is looped through, if the value which is a sheet is either null or not an instance of SXSSFSheet then the loop continues to the next value in the map.

Next two variables are declared, one sxssfSheet and xssfSheet. The xssfSheet gets the content of the sxssfSheet but casted to the XSSFSheet type. If there is an IllegalAccessException then a log is done and the loop continues. If the xssfSheet turns out otherwise be null still then we continue in the loop. If these checks all pass then a ctWorksheet is attempted to be initialized via a xssfSheet member function. If it results ina null object then continue to the next in the loop.

The headsie of the writeSheetHolder is then assigned and as long as it is above 0 we decrement it and then get the last row index. The point of all of this is to loop through each column perhaps and fund the size of that column and then get the size of the rows within that column. We are trying to determine the dimensions of a sheet that likely has variable headSize (column).",1537.0,Yes,It is likely that the final line with the lastRowIndex + 1 should be - 1 because of the indexing in Java that starts at 0. ,No,5.0,2.0,2.0,4.0,,,,,,Somewhat disagree,Agree,4.0,White or Caucasian,Man,Graduate student in Computer Science,,4th year,7,"Coursework or school assignments,Paid internship or jobs",4-5 years,Bachelor’s degree,2,30,3,50,7,30,7,English,English,Very well,Very well,English,100,,,,,,,,,123.0,stimuli/clean/fast-excel/DimensionWorkbookWriteHandler_afterWorkbookDispose.java,,afterWorkbookDispose,45,66,14,70,284,1740.716,26.0,45258.626,2514.368,0.580239,fast-excel
NWJ7,8,False,",4,8,17,26_TN,14_TP,11_FN,",exercise_no_ai,no_exercise_ai,2,371.619,True,False,,self,"This seems to be a function that handles a chatCompletions bot, it categorizes the input prompt into 3 different branches and completes different actions based on each branch. In the first branch it returns the content given by the getMediaContent function as a map. 

In the second branch is when the prompt comes from an assitant and the available tools for the agent are returned as a map.

In the 3rd branch if the prompt is of a tool then return the details of that tool in the function as a map. There is a 4th case to handle errors.",539.0,No,,No,3.0,2.0,2.0,3.0,,,,,,Somewhat disagree,Somewhat agree,3.0,White or Caucasian,Man,Graduate student in Computer Science,,4th year,7,"Coursework or school assignments,Paid internship or jobs",4-5 years,Bachelor’s degree,2,30,3,50,7,30,7,English,English,Very well,Very well,English,100,,,,,,,,,,stimuli/clean/spring-ai-alibaba/DashScopeChatModel_createRequest.java,,createRequest,50,454,9,97,500,3299.956,31.493,103925.388,5773.633,1.099985,spring-ai-alibaba
NWJ7,17,True,",4,8,17,26_TN,14_TP,11_FN,",exercise_no_ai,no_exercise_ai,3,42.7,True,False,,self,,,,,,,,,,,,,,,,,,White or Caucasian,Man,Graduate student in Computer Science,,4th year,7,"Coursework or school assignments,Paid internship or jobs",4-5 years,Bachelor’s degree,2,30,3,50,7,30,7,English,English,Very well,Very well,English,100,,,,,,,,,,stimuli/defect-seeded/fast-excel/ExcelWriteHeadProperty_headCellRangeList_UninitializedVariable.java,UninitializedVariable,headCellRangeList,48,123,13,62,419,2494.808,53.806,134234.544,7457.475,0.831603,fast-excel
NWJ7,26,False,",4,8,17,26_TN,14_TP,11_FN,",exercise_no_ai,no_exercise_ai,4,2.619,False,True,TN,self,,,,,,,,,,,,,,,,,,White or Caucasian,Man,Graduate student in Computer Science,,4th year,7,"Coursework or school assignments,Paid internship or jobs",4-5 years,Bachelor’s degree,2,30,3,50,7,30,7,English,English,Very well,Very well,English,100,,,,,,,,,,stimuli/clean/spring-ai-alibaba/MongoSaver_put.java,,put,62,207,6,114,559,3819.5855179180894,29.98863636363636,114544.16115665728,6363.564508703182,1.2731951726393635,spring-ai-alibaba
NWJ7,14,True,",4,8,17,26_TN,14_TP,11_FN,",exercise_no_ai,no_exercise_ai,5,1.203,False,True,TP,self,,,,,,,,,,,,,,,,,,White or Caucasian,Man,Graduate student in Computer Science,,4th year,7,"Coursework or school assignments,Paid internship or jobs",4-5 years,Bachelor’s degree,2,30,3,50,7,30,7,English,English,Very well,Very well,English,100,,,,,,,,,,stimuli/defect-seeded/fast-excel/AbstractExcelWriteExecutor_fillComment_ExtraAssignment.java,ExtraAssignment,fillComment,46,295,5,71,432,2656.691,26.151,69474.97,3859.721,0.885564,fast-excel
NWJ7,11,True,",4,8,17,26_TN,14_TP,11_FN,",exercise_no_ai,no_exercise_ai,6,1.721,False,True,FN,self,,,,,,,,,,,,,,,,,,White or Caucasian,Man,Graduate student in Computer Science,,4th year,7,"Coursework or school assignments,Paid internship or jobs",4-5 years,Bachelor’s degree,2,30,3,50,7,30,7,English,English,Very well,Very well,English,100,,,,,,,,,,stimuli/defect-seeded/fast-excel/ModelBuildEventListener_buildUserModel_WrongVariable.java,WrongVariable,buildUserModel,42,150,8,93,350,2288.706,25.224,57730.036,3207.224,0.762902,fast-excel
EHN4,31,True,",31_TP,2_FN,30_TN,14,12,19,",no_exercise_ai,exercise_no_ai,1,569.068,False,True,TP,zoom,"The doFill method checks if the celllist given is empty or the data is null and return nothing, or begin writing data corresponding  to a single row of data. For cells with a single variable, it retrieves the value, applies any relevant styles, and handles the data conversion based on its type. For cells with multiple variables, it constructs the cell's content by iteratively appending each variable's converted value and applies styling if needed. ",452.0,Yes,"For the if statement at line 190, it checks that if both analysisCellList is empty and oneRowData is null then the function returns. However, when one of the conditions happens, the function should return right away because the operation shouldn't proceed with a empty CellList ""or"" a null data. It should be CollectionUtils.isEmpty(analysisCellList) || oneRowData == null",,,,,,Yes,1.0,1.0,4.0,4.0,Neither agree nor disagree,Disagree,2.0,Asian or Pacific Islander,Man,Undergraduate not in Computer Science,,2nd year,6,Coursework or school assignments,1–2 years,High school diploma or GED,2,150,1,30,5,60,10,Mandarin Chinese,Mandarin Chinese,Well,Well,Mandarin Chinese,70,English,30,,,,,,,372.0,stimuli/defect-seeded/fast-excel/ExcelWriteFillExecutor_doFill_OrToAnd.java,OrToAnd,doFill,96,532,17,134,741,5235.972,43.608,228329.45,12684.969,1.745324,fast-excel
EHN4,2,True,",31_TP,2_FN,30_TN,14,12,19,",no_exercise_ai,exercise_no_ai,2,460.378,False,True,FN,zoom,"The function takes in documents and storeOptions to update or insert a data pipeline configuration. For most of the parts, it goes through different options and check with storeOptions, and it create a new object if the option in storeOptions is null. It sends a PUT request to upsert the pipeline and a POST request to initiate document ingestion into the managed pipeline. If there's problem with the startPipelineResponse, the function will throw DashScopeException error.",475.0,No,,,,,,,Yes,1.0,1.0,3.0,4.0,Somewhat disagree,Disagree,2.0,Asian or Pacific Islander,Man,Undergraduate not in Computer Science,,2nd year,6,Coursework or school assignments,1–2 years,High school diploma or GED,2,150,1,30,5,60,10,Mandarin Chinese,Mandarin Chinese,Well,Well,Mandarin Chinese,70,English,30,,,,,,,,stimuli/defect-seeded/spring-ai-alibaba/DashScopeApi_upsertPipeline_UninitializedVariable.java,UninitializedVariable,upsertPipeline,62,960,9,119,533,3674.938,23.599,86724.706,4818.039,1.224979,spring-ai-alibaba
EHN4,30,False,",31_TP,2_FN,30_TN,14,12,19,",no_exercise_ai,exercise_no_ai,3,740.925,False,True,TN,zoom,"The function takes in a response and creates a chatResponseBuilder. If enableReference is true, it retrieves and stores references to documents cited in the chat response. In between, it checks if finishReason is null, then just adds the result to the content. If not, it starts to retrieve documents, match RAG_REFERENCE_PATTERN, and then adds to the referenceDocuments.",371.0,Yes,"In the loop condition in line 190, (int i = 1; i <= numberMatcher.groupCount(); i++) should start from i=0 and ends at i<numberMatcher.groupCount() in order to correctly loop through all the elements in the numberMatcher.",,,,,,Yes,3.0,2.0,4.0,4.0,Somewhat agree,Disagree,3.0,Asian or Pacific Islander,Man,Undergraduate not in Computer Science,,2nd year,6,Coursework or school assignments,1–2 years,High school diploma or GED,2,150,1,30,5,60,10,Mandarin Chinese,Mandarin Chinese,Well,Well,Mandarin Chinese,70,English,30,,,,,,,221.0,stimuli/clean/spring-ai-alibaba/DashScopeDocumentRetrievalAdvisor_after.java,,after,46,157,9,87,387,2493.419,30.049,74925.201,4162.511,0.83114,spring-ai-alibaba
EHN4,14,True,",31_TP,2_FN,30_TN,14,12,19,",no_exercise_ai,exercise_no_ai,4,492.814,True,False,,zoom,"The function takes in cellWriteHandlerContext and commentData. The commentData is not null or else it returns. First it checks the writeContext type and constructs either XSSFClientAnchor or HSSFClientAnchor, then stores various coordinates into the anchor. Lastly, it creates the cell comment based on the anchor, checking the string data and author.",351.0,No,,No,2.0,5.0,4.0,2.0,,,,,,Agree,Agree,4.0,Asian or Pacific Islander,Man,Undergraduate not in Computer Science,,2nd year,6,Coursework or school assignments,1–2 years,High school diploma or GED,2,150,1,30,5,60,10,Mandarin Chinese,Mandarin Chinese,Well,Well,Mandarin Chinese,70,English,30,,,,,,,,stimuli/defect-seeded/fast-excel/AbstractExcelWriteExecutor_fillComment_ExtraAssignment.java,ExtraAssignment,fillComment,46,295,5,71,432,2656.691,26.151,69474.97,3859.721,0.885564,fast-excel
EHN4,12,False,",31_TP,2_FN,30_TN,14,12,19,",no_exercise_ai,exercise_no_ai,5,866.468,True,False,,zoom,"The function calculates all cells that needs to be merged by going through multiple loops. The outermost loop goes through every column, then the second loop goes through rows. If a cell is already in the alreadyRangeSet then it's skipped, else the cell column and row got stored, and another loop goes on to find new cell in column direction, then in row direction. After that, a range of cells got selected and added into alreadyRangeSet. If the inner loops failed to find a range of cells, then the outermost loop (i,j) continues to go on and look for the next possible cell to start.",587.0,No,,No,2.0,5.0,3.0,2.0,,,,,,Somewhat agree,Disagree,4.0,Asian or Pacific Islander,Man,Undergraduate not in Computer Science,,2nd year,6,Coursework or school assignments,1–2 years,High school diploma or GED,2,150,1,30,5,60,10,Mandarin Chinese,Mandarin Chinese,Well,Well,Mandarin Chinese,70,English,30,,,,,,,,stimuli/clean/fast-excel/ExcelWriteHeadProperty_headCellRangeList.java,,headCellRangeList,48,123,13,62,419,2494.808,53.806,134234.544,7457.475,0.831603,fast-excel
EHN4,19,False,",31_TP,2_FN,30_TN,14,12,19,",no_exercise_ai,exercise_no_ai,6,480.91,True,False,,zoom,"The function generates a context based on the given state graph. It goes through each node elements to generate subgraphs. There's also a conditionalEdgeCount to count the edges with specific conditions, including id, value. Then it produces the condition names based on that. In the end, it appends footer and returns the context.",331.0,No,,No,2.0,3.0,3.0,2.0,,,,,,Disagree,Strongly disagree,2.0,Asian or Pacific Islander,Man,Undergraduate not in Computer Science,,2nd year,6,Coursework or school assignments,1–2 years,High school diploma or GED,2,150,1,30,5,60,10,Mandarin Chinese,Mandarin Chinese,Well,Well,Mandarin Chinese,70,English,30,,,,,,,,stimuli/clean/spring-ai-alibaba/DiagramGenerator_generate.java,,generate,66,147,10,87,609,3923.7525889718754,42.13709677419355,165335.5425595004,9185.307919972243,1.3079175296572918,spring-ai-alibaba
EQW5,8,False,",8,17,16,6_TN,11_FN,30_TN,",no_exercise_no_ai,exercise_ai,1,878.279,False,False,,zoom,"The function returns a ChatCompletionRequest object based on a prompt. It creates a list of responses (ChatCompletionMessages) based on the message type (user, system, tool, or assistant). ",189.0,Yes,N/A -- I know no specific bug,,,,,,,,,,,Strongly disagree,Strongly disagree,1.0,White or Caucasian,Woman,Graduate student in Computer Science,,3rd year,3,"Coursework or school assignments,Research or academic projects,Studying for coding interviews (e.g., LeetCode, HackerRank, etc.)",4-5 years,Bachelor’s degree,2,45,0,0,2,20,"All other times besides walking or running, I am lying down or sitting (20 hours?)",English,English,Very well,Very well,English,100,,,,,,,,,29.0,stimuli/clean/spring-ai-alibaba/DashScopeChatModel_createRequest.java,,createRequest,50,454,9,97,500,3299.956,31.493,103925.388,5773.633,1.099985,spring-ai-alibaba
EQW5,17,True,",8,17,16,6_TN,11_FN,30_TN,",no_exercise_no_ai,exercise_ai,2,769.266,False,False,,zoom,"The method calculates how many cells in the header of a spreadsheet need to be merged based on whether there are multiple names to a header and returns the list of cells that need to be merged based on this calculation. The function adds all ranges of cells (e.g., 1--2, 1--3...) to a set called alreadyRangeSet. ",313.0,Yes,"N/A -- I know no specific bug (you can count this as No, I am just guessing there is a bug since I don't know the intent of the function and it's more likely than not)",,,,,,,,,,,Strongly disagree,Strongly disagree,1.0,White or Caucasian,Woman,Graduate student in Computer Science,,3rd year,3,"Coursework or school assignments,Research or academic projects,Studying for coding interviews (e.g., LeetCode, HackerRank, etc.)",4-5 years,Bachelor’s degree,2,45,0,0,2,20,"All other times besides walking or running, I am lying down or sitting (20 hours?)",English,English,Very well,Very well,English,100,,,,,,,,,167.0,stimuli/defect-seeded/fast-excel/ExcelWriteHeadProperty_headCellRangeList_UninitializedVariable.java,UninitializedVariable,headCellRangeList,48,123,13,62,419,2494.808,53.806,134234.544,7457.475,0.831603,fast-excel
EQW5,16,True,",8,17,16,6_TN,11_FN,30_TN,",no_exercise_no_ai,exercise_ai,3,1318.199,False,False,,zoom,"The function adds a transaction to a database with threading and locks based on a RunnableConfig config and a Checkpoint checkpoint. The function returns a RunnableConfig. There are checkpoints stored alongside each transaction which represent stages of the transaction. When a client session is started, it puts a lock on the thread. If the transaction has been logged before in the database, the document and checkpoints for that checkpoint are saved into local variables. If the transaction has been logged and the checkpoint id parameter has previously been logged, the function logs a new checkpoint to the transaction in that document under that id and returns the config parameter. If there are no logged checkpoints, the function will create a new list of checkpoints and add the current one to it; else, it appends it to the existing list of checkpoints. A new RunnableConfig is created for the new checkpoint id (since it has not existed before), which is returned.",975.0,Yes,N/A -- I know no specific bug (but you may want to close the client session in the case of an exception on Line 208?),,,,,,,,,,,Disagree,Strongly disagree,2.0,White or Caucasian,Woman,Graduate student in Computer Science,,3rd year,3,"Coursework or school assignments,Research or academic projects,Studying for coding interviews (e.g., LeetCode, HackerRank, etc.)",4-5 years,Bachelor’s degree,2,45,0,0,2,20,"All other times besides walking or running, I am lying down or sitting (20 hours?)",English,English,Very well,Very well,English,100,,,,,,,,,117.0,stimuli/defect-seeded/spring-ai-alibaba/MongoSaver_put_MissingStatement.java,MissingStatement,put,62,207,6,114,559,3819.5855179180894,29.98863636363636,114544.16115665728,6363.564508703182,1.2731951726393635,spring-ai-alibaba
EQW5,6,False,",8,17,16,6_TN,11_FN,30_TN,",no_exercise_no_ai,exercise_ai,4,880.29,True,True,TN,zoom,"Given a list of documents and options for storing, the function updates or inserts a data pipeline and posts to a client to start the pipeline ingestion process on completion of the function. The function creates specific embedding, parser, and retriever configurations based on those given as parameters or pre-defined options. The function constructs an UpsertPipelineRequest using provided documents and configurations for embeddings, parsers, and retrievers, as well as other configurations for data. The function also has error handling if the posted startPipelineResponse was not successful or had null components.",620.0,Yes,N/A -- I know no specific bug,No,3.0,4.0,4.0,2.0,Yes,1.0,5.0,3.0,3.0,Somewhat disagree,Disagree,3.0,White or Caucasian,Woman,Graduate student in Computer Science,,3rd year,3,"Coursework or school assignments,Research or academic projects,Studying for coding interviews (e.g., LeetCode, HackerRank, etc.)",4-5 years,Bachelor’s degree,2,45,0,0,2,20,"All other times besides walking or running, I am lying down or sitting (20 hours?)",English,English,Very well,Very well,English,100,,,,,,,,,29.0,stimuli/clean/spring-ai-alibaba/DashScopeApi_upsertPipeline.java,,upsertPipeline,62,960,9,119,533,3674.938,23.599,86724.706,4818.039,1.224979,spring-ai-alibaba
EQW5,11,True,",8,17,16,6_TN,11_FN,30_TN,",no_exercise_no_ai,exercise_ai,5,1426.201,True,True,FN,zoom,"Constructs an internal model of spreadsheet data based on a user's cell data, sheet-level metadata and configurations, and analysis context. The function gets headMap, the data from the header of the spreadsheet, and populates dataMap, which is a part of this internal model. Values for the internal model are cell contents, while keys are cell indices. Throws exceptions if creation of the internal model object fails or if there is an illegal access to dataMap.",463.0,Yes,"I'm not sure if resultModel, which is instantiated on Line 125, is ever updated. BeanMap could make a shallow copy and resultModel could be updated -- however, I don't have knowledge of how BeanMap works, so I can't say. If there is a bug, it could be on Line 165, where resultModel is returned but may not be updated.",No,3.0,3.0,4.0,2.0,Yes,1.0,5.0,2.0,2.0,Strongly disagree,Strongly disagree,1.0,White or Caucasian,Woman,Graduate student in Computer Science,,3rd year,3,"Coursework or school assignments,Research or academic projects,Studying for coding interviews (e.g., LeetCode, HackerRank, etc.)",4-5 years,Bachelor’s degree,2,45,0,0,2,20,"All other times besides walking or running, I am lying down or sitting (20 hours?)",English,English,Very well,Very well,English,100,,,,,,,,,318.0,stimuli/defect-seeded/fast-excel/ModelBuildEventListener_buildUserModel_WrongVariable.java,WrongVariable,buildUserModel,42,150,8,93,350,2288.706,25.224,57730.036,3207.224,0.762902,fast-excel
EQW5,30,False,",8,17,16,6_TN,11_FN,30_TN,",no_exercise_no_ai,exercise_ai,6,1131.337,True,True,TN,zoom,"The function processes a chat client's response. If the chat response is not null and references are enabled, the function checks to see if the final response has any referenced documents in it by matching on regular expressions generated from the client response. If it does, it adds these referenced documents to a list. The function returns a final chat client response with updated context based on retrieved documents.",423.0,Yes,"advisorChain is taken in as a parameter in the method declaration (Line 157), but never used in the method body. It also doesn't seem like referencedDocuments is ever used again after being populated (Line 194). I think these are bugs because they show data storage and parameter passing, which usually indicate developer intent, but they are not used later in the method.",No,3.0,3.0,4.0,2.0,Yes,1.0,5.0,2.0,2.0,Disagree,Disagree,2.0,White or Caucasian,Woman,Graduate student in Computer Science,,3rd year,3,"Coursework or school assignments,Research or academic projects,Studying for coding interviews (e.g., LeetCode, HackerRank, etc.)",4-5 years,Bachelor’s degree,2,45,0,0,2,20,"All other times besides walking or running, I am lying down or sitting (20 hours?)",English,English,Very well,Very well,English,100,,,,,,,,,372.0,stimuli/clean/spring-ai-alibaba/DashScopeDocumentRetrievalAdvisor_after.java,,after,46,157,9,87,387,2493.419,30.049,74925.201,4162.511,0.83114,spring-ai-alibaba
QYT4,31,True,",31,11,19,26_TN,20_FN,27_FP,",no_exercise_no_ai,exercise_ai,1,979.707,False,False,,zoom,"doFill() is a function to fill and format an excel sheet which is given as an object passed through which uses oneRowData and the rowIndex to fill in the sheet. It calls .EMPTY on elements in the object that are not given and then the program restyles the object (an excel sheet) to a given formatting, and works with many other helper functions to create a functionable excel sheet. ",384.0,No,,,,,,,,,,,,Somewhat disagree,Somewhat agree,3.0,White or Caucasian,Woman,Undergraduate in Computer Science,,2nd year,3 or 4 ,"Personal or hobby projects,Coursework or school assignments",2–3 years,"Some college, but no degree",0 :(,0,2,45,7,45,7,English,English,Very well,Very well,English,90,French,10,,,,,,,,stimuli/defect-seeded/fast-excel/ExcelWriteFillExecutor_doFill_OrToAnd.java,OrToAnd,doFill,96,532,17,134,741,5235.972,43.608,228329.45,12684.969,1.745324,fast-excel
QYT4,11,True,",31,11,19,26_TN,20_FN,27_FP,",no_exercise_no_ai,exercise_ai,2,622.099,False,False,,zoom,"buildUserModel() takes the information in an excel sheet and works to make a model out of the data by reading each cell's data and creating a ""data map"" out of the elements in the sheet. resultModel is what is being built with the existing data",244.0,Yes,"On line 139 there should not be a ""not"" symbol ! in the if statement determining whether or not cellDataMap contains the index key. It should continue if it does contain the index key and not continue if it does not- not the other way around. ",,,,,,,,,,,Somewhat disagree,Somewhat agree,3.0,White or Caucasian,Woman,Undergraduate in Computer Science,,2nd year,3 or 4 ,"Personal or hobby projects,Coursework or school assignments",2–3 years,"Some college, but no degree",0 :(,0,2,45,7,45,7,English,English,Very well,Very well,English,90,French,10,,,,,,,243.0,stimuli/defect-seeded/fast-excel/ModelBuildEventListener_buildUserModel_WrongVariable.java,WrongVariable,buildUserModel,42,150,8,93,350,2288.706,25.224,57730.036,3207.224,0.762902,fast-excel
QYT4,19,False,",31,11,19,26_TN,20_FN,27_FP,",no_exercise_no_ai,exercise_ai,3,632.905,False,False,,zoom,"A state graph is passed in through the parameter to generate() and the function iterates through the graph's nodes to build a context ctx using the elements in subgraph. This context is used to analyze the data in the graph, with useful labels showing the start of a certain condition in the data. ",298.0,Yes,"Line 258 should be checking if v.target().id() IS null in order to set it to a default value, instead of replacing the element there with the following call() statement. ",,,,,,,,,,,Somewhat disagree,Somewhat agree,2.0,White or Caucasian,Woman,Undergraduate in Computer Science,,2nd year,3 or 4 ,"Personal or hobby projects,Coursework or school assignments",2–3 years,"Some college, but no degree",0 :(,0,2,45,7,45,7,English,English,Very well,Very well,English,90,French,10,,,,,,,170.0,stimuli/clean/spring-ai-alibaba/DiagramGenerator_generate.java,,generate,66,147,10,87,609,3923.7525889718754,42.13709677419355,165335.5425595004,9185.307919972243,1.3079175296572918,spring-ai-alibaba
QYT4,26,False,",31,11,19,26_TN,20_FN,27_FP,",no_exercise_no_ai,exercise_ai,4,528.354,True,True,TN,zoom,Adds checkpoints to Linked lists- creating a linked list if a checkpoint does not exist/is null. Adds all new checkpoints to a new ID spot in linkedlist- does not replace the checkpoint if the ID already exists- it is only pushed back.,235.0,No,,No,1.0,5.0,5.0,1.0,Yes,4.0,2.0,2.0,4.0,Disagree,Somewhat agree,4.0,White or Caucasian,Woman,Undergraduate in Computer Science,,2nd year,3 or 4 ,"Personal or hobby projects,Coursework or school assignments",2–3 years,"Some college, but no degree",0 :(,0,2,45,7,45,7,English,English,Very well,Very well,English,90,French,10,,,,,,,,stimuli/clean/spring-ai-alibaba/MongoSaver_put.java,,put,62,207,6,114,559,3819.5855179180894,29.98863636363636,114544.16115665728,6363.564508703182,1.2731951726393635,spring-ai-alibaba
QYT4,20,True,",31,11,19,26_TN,20_FN,27_FP,",no_exercise_no_ai,exercise_ai,5,634.979,True,True,FN,zoom,"createCellStyle() passes through parameters writeCellStyle, originCellStyle, and cellDataType to create a cell style with the fitting font and format that is passed through and created. createCellStyle uses the function buildCellStyle as well as the font and type of data to actually create the style. ",302.0,Yes,"Line 328 will never show that a font is null, since font is being created in the line above. Therefore the following if statement will never execute.",No,1.0,4.0,5.0,1.0,Yes,2.0,4.0,4.0,4.0,Agree,Agree,3.0,White or Caucasian,Woman,Undergraduate in Computer Science,,2nd year,3 or 4 ,"Personal or hobby projects,Coursework or school assignments",2–3 years,"Some college, but no degree",0 :(,0,2,45,7,45,7,English,English,Very well,Very well,English,90,French,10,,,,,,,149.0,stimuli/defect-seeded/fast-excel/WriteWorkbookHolder_createCellStyle_WrongConditional.java,WrongConditional,createCellStyle,45,243,11,81,340,2155.549,25.379,54706.347,3039.242,0.718516,fast-excel
QYT4,27,False,",31,11,19,26_TN,20_FN,27_FP,",no_exercise_no_ai,exercise_ai,6,399.165,True,True,FP,zoom,"Creates a request in HttpRequestNodeBody depending on the request type which is specified in parameter. Each type is assigned the correct header and body, as well as catches and throws Runnable errors to make sure valid inputs are being requested. ",248.0,No,,No,1.0,4.0,4.0,1.0,Yes,2.0,4.0,5.0,4.0,Agree,Agree,5.0,White or Caucasian,Woman,Undergraduate in Computer Science,,2nd year,3 or 4 ,"Personal or hobby projects,Coursework or school assignments",2–3 years,"Some college, but no degree",0 :(,0,2,45,7,45,7,English,English,Very well,Very well,English,90,French,10,,,,,,,,stimuli/clean/spring-ai-alibaba/HttpNode_initBody.java,,initBody,75,611,15,115,643,4401.650102757233,49.32098765432099,217093.7303767302,12060.762798707234,1.4672167009190775,spring-ai-alibaba
DPW1,19,False,",19,34,29,18_FN,5_TP,4_TN,",exercise_no_ai,no_exercise_ai,1,106.642,True,False,,self,generates a context based on a state graph,42.0,Yes,line 205,Yes,1.0,5.0,4.0,1.0,,,,,,Agree,Agree,4.0,Prefer not to say,Prefer not to say,Undergraduate not in Computer Science,,4th year,5,"Personal or hobby projects,Coursework or school assignments,Paid internship or jobs",4-5 years,"Some college, but no degree",0,0,5,1 hour ,7,45,8,english,english,Very well,Very well,english,100,japanese,,mandarin,,french,,,,8.0,stimuli/clean/spring-ai-alibaba/DiagramGenerator_generate.java,,generate,66,147,10,87,609,3923.7525889718754,42.13709677419355,165335.5425595004,9185.307919972243,1.3079175296572918,spring-ai-alibaba
DPW1,34,True,",19,34,29,18_FN,5_TP,4_TN,",exercise_no_ai,no_exercise_ai,2,170.572,True,False,,self,"respond to a client, based on their response ",45.0,No,,Yes,4.0,2.0,2.0,4.0,,,,,,Somewhat disagree,Somewhat agree,3.0,Prefer not to say,Prefer not to say,Undergraduate not in Computer Science,,4th year,5,"Personal or hobby projects,Coursework or school assignments,Paid internship or jobs",4-5 years,"Some college, but no degree",0,0,5,1 hour ,7,45,8,english,english,Very well,Very well,english,100,japanese,,mandarin,,french,,,,,stimuli/defect-seeded/spring-ai-alibaba/DashScopeDocumentRetrievalAdvisor_after_ExtraAssignment.java,ExtraAssignment,after,46,157,9,87,387,2493.419,30.049,74925.201,4162.511,0.83114,spring-ai-alibaba
DPW1,29,False,",19,34,29,18_FN,5_TP,4_TN,",exercise_no_ai,no_exercise_ai,3,123.689,True,False,,self,fill one row of data in excel,29.0,No,,Yes,5.0,1.0,1.0,4.0,,,,,,Disagree,Neither agree nor disagree,1.0,Prefer not to say,Prefer not to say,Undergraduate not in Computer Science,,4th year,5,"Personal or hobby projects,Coursework or school assignments,Paid internship or jobs",4-5 years,"Some college, but no degree",0,0,5,1 hour ,7,45,8,english,english,Very well,Very well,english,100,japanese,,mandarin,,french,,,,,stimuli/clean/fast-excel/ExcelWriteFillExecutor_doFill.java,,doFill,96,532,17,134,741,5235.972,43.608,228329.45,12684.969,1.745324,fast-excel
DPW1,18,True,",19,34,29,18_FN,5_TP,4_TN,",exercise_no_ai,no_exercise_ai,4,91.187,False,True,FN,self,"adds writehandler to execution change based on whether the type is a cell, row, or worksheet",92.0,No,,,,,,,Yes,1.0,1.0,4.0,4.0,Agree,Agree,4.0,Prefer not to say,Prefer not to say,Undergraduate not in Computer Science,,4th year,5,"Personal or hobby projects,Coursework or school assignments,Paid internship or jobs",4-5 years,"Some college, but no degree",0,0,5,1 hour ,7,45,8,english,english,Very well,Very well,english,100,japanese,,mandarin,,french,,,,,stimuli/defect-seeded/fast-excel/AbstractWriteHolder_buildChain_ExtraStatement.java,ExtraStatement,buildChain,55,408,16,40,286,1522.071,32.727,49813.247,2767.403,0.507357,fast-excel
